"GEO_ID","NAME","P2_001N","P2_002N","P2_003N","P2_004N",
"5001800US4503","Congressional District 3 (118th Congress), South Carolina","731204","357253","373951","0",
"5001800US4504","Congressional District 4 (118th Congress), South Carolina","731204","629556","101648","0",
"5001800US4505","Congressional District 5 (118th Congress), South Carolina","731204","423262","307942","0",
"5001800US4506","Congressional District 6 (118th Congress), South Carolina","731204","476266","254938","0",
"5001800US4507","Congressional District 7 (118th Congress), South Carolina","731203","442304","288899","0",
"5001800US4600","Congressional District (at Large) (118th Congress), South Dakota","886667","507347","379320","0",
"5001800US4701","Congressional District 1 (118th Congress), Tennessee","767871","422010","345861","0",
"5001800US4702","Congressional District 2 (118th Congress), Tennessee","767871","575331","192540","0",
"5001800US4703","Congressional District 3 (118th Congress), Tennessee","767871","514474","253397","0",
"5001800US4704","Congressional District 4 (118th Congress), Tennessee","767872","412327","355545","0",
"5001800US4705","Congressional District 5 (118th Congress), Tennessee","767871","637744","130127","0",
"5001800US4706","Congressional District 6 (118th Congress), Tennessee","767871","435749","332122","0",
"5001800US4707","Congressional District 7 (118th Congress), Tennessee","767871","464624","303247","0",
"5001800US4708","Congressional District 8 (118th Congress), Tennessee","767871","388191","379680","0",
"5001800US4709","Congressional District 9 (118th Congress), Tennessee","767871","726832","41039","0",
"5001800US4801","Congressional District 1 (118th Congress), Texas","766987","407191","359796","0",
"5001800US4802","Congressional District 2 (118th Congress), Texas","766987","696876","70111","0",
"5001800US4803","Congressional District 3 (118th Congress), Texas","766987","662204","104783","0",
"5001800US4804","Congressional District 4 (118th Congress), Texas","766987","562722","204265","0",
"5001800US4805","Congressional District 5 (118th Congress), Texas","766987","533800","233187","0",
"5001800US4806","Congressional District 6 (118th Congress), Texas","766987","525352","241635","0",
"5001800US4807","Congressional District 7 (118th Congress), Texas","766987","766927","60","0",
"5001800US4808","Congressional District 8 (118th Congress), Texas","766987","577652","189335","0",
"5001800US4809","Congressional District 9 (118th Congress), Texas","766987","765655","1332","0",
"5001800US4810","Congressional District 10 (118th Congress), Texas","766987","475065","291922","0",
"5001800US4811","Congressional District 11 (118th Congress), Texas","766987","612219","154768","0",
"5001800US4812","Congressional District 12 (118th Congress), Texas","766987","677774","89213","0",
"5001800US4813","Congressional District 13 (118th Congress), Texas","766987","558455","208532","0",
"5001800US4814","Congressional District 14 (118th Congress), Texas","766987","646079","120908","0",
"5001800US4815","Congressional District 15 (118th Congress), Texas","766987","589674","177313","0",
"5001800US4816","Congressional District 16 (118th Congress), Texas","766986","760343","6643","0",
"5001800US4817","Congressional District 17 (118th Congress), Texas","766987","489130","277857","0",
"5001800US4818","Congressional District 18 (118th Congress), Texas","766987","765837","1150","0",
"5001800US4819","Congressional District 19 (118th Congress), Texas","766987","538074","228913","0",
"5001800US4820","Congressional District 20 (118th Congress), Texas","766987","766678","309","0",
"5001800US4821","Congressional District 21 (118th Congress), Texas","766987","531794","235193","0",
"5001800US4822","Congressional District 22 (118th Congress), Texas","766987","669282","97705","0",
"5001800US4823","Congressional District 23 (118th Congress), Texas","766987","555076","211911","0",
"5001800US4824","Congressional District 24 (118th Congress), Texas","766987","766841","146","0",
"5001800US4825","Congressional District 25 (118th Congress), Texas","766987","554336","212651","0",
"5001800US4826","Congressional District 26 (118th Congress), Texas","766987","648063","118924","0",
"5001800US4827","Congressional District 27 (118th Congress), Texas","766987","544053","222934","0",
"5001800US4828","Congressional District 28 (118th Congress), Texas","766987","623598","143389","0",
"5001800US4829","Congressional District 29 (118th Congress), Texas","766987","766645","342","0",
"5001800US4830","Congressional District 30 (118th Congress), Texas","766987","757808","9179","0",
"5001800US4831","Congressional District 31 (118th Congress), Texas","766987","597721","169266","0",
"5001800US4832","Congressional District 32 (118th Congress), Texas","766987","766663","324","0",
"5001800US4833","Congressional District 33 (118th Congress), Texas","766987","766541","446","0",
"5001800US4834","Congressional District 34 (118th Congress), Texas","766987","657726","109261","0",
"5001800US4835","Congressional District 35 (118th Congress), Texas","766987","727608","39379","0",
"5001800US4836","Congressional District 36 (118th Congress), Texas","766987","568290","198697","0",
"5001800US4837","Congressional District 37 (118th Congress), Texas","766987","765935","1052","0",
"5001800US4838","Congressional District 38 (118th Congress), Texas","766987","755010","11977","0",
"5001800US4901","Congressional District 1 (118th Congress), Utah","817904","736995","80909","0",
"5001800US4902","Congressional District 2 (118th Congress), Utah","817904","707945","109959","0",
"5001800US4903","Congressional District 3 (118th Congress), Utah","817904","731008","86896","0",
"5001800US4904","Congressional District 4 (118th Congress), Utah","817904","761355","56549","0",
"5001800US5000","Congressional District (at Large) (118th Congress), Vermont","643077","225850","417227","0",
"5001800US5101","Congressional District 1 (118th Congress), Virginia","784256","578629","205627","0",
"5001800US5102","Congressional District 2 (118th Congress), Virginia","785438","657283","128155","0",
"5001800US5103","Congressional District 3 (118th Congress), Virginia","779587","778410","1177","0",
"5001800US5104","Congressional District 4 (118th Congress), Virginia","787373","658412","128961","0",
"5001800US5105","Congressional District 5 (118th Congress), Virginia","788614","323170","465444","0",
"5001800US5106","Congressional District 6 (118th Congress), Virginia","783180","476760","306420","0",
"5001800US5107","Congressional District 7 (118th Congress), Virginia","783688","565208","218480","0",
"5001800US5108","Congressional District 8 (118th Congress), Virginia","784093","782259","1834","0",
"5001800US5109","Congressional District 9 (118th Congress), Virginia","786392","275330","511062","0",
"5001800US5110","Congressional District 10 (118th Congress), Virginia","784275","655674","128601","0",
"5001800US5111","Congressional District 11 (118th Congress), Virginia","784497","777178","7319","0",
"5001800US5301","Congressional District 1 (118th Congress), Washington","772031","745149","26882","0",
"5001800US5302","Congressional District 2 (118th Congress), Washington","769105","578441","190664","0",
"5001800US5303","Congressional District 3 (118th Congress), Washington","769308","559657","209651","0",
"5001800US5304","Congressional District 4 (118th Congress), Washington","768710","550319","218391","0",
"5001800US5305","Congressional District 5 (118th Congress), Washington","774871","574217","200654","0",
"5001800US5306","Congressional District 6 (118th Congress), Washington","773278","590213","183065","0",
"5001800US5307","Congressional District 7 (118th Congress), Washington","769663","758424","11239","0",
"5001800US5308","Congressional District 8 (118th Congress), Washington","769847","570553","199294","0",
"5001800US5309","Congressional District 9 (118th Congress), Washington","768838","768729","109","0",
"5001800US5310","Congressional District 10 (118th Congress), Washington","769630","728333","41297","0",
"5001800US5401","Congressional District 1 (118th Congress), West Virginia","896067","371017","525050","0",
"5001800US5402","Congressional District 2 (118th Congress), West Virginia","897649","429840","467809","0",
"5001800US5501","Congressional District 1 (118th Congress), Wisconsin","736715","630929","105786","0",
"5001800US5502","Congressional District 2 (118th Congress), Wisconsin","736715","555904","180811","0",
"5001800US5503","Congressional District 3 (118th Congress), Wisconsin","736716","357886","378830","0",
"5001800US5504","Congressional District 4 (118th Congress), Wisconsin","736714","736480","234","0",
"5001800US5505","Congressional District 5 (118th Congress), Wisconsin","736715","550747","185968","0",
"5001800US5506","Congressional District 6 (118th Congress), Wisconsin","736714","463812","272902","0",
"5001800US5507","Congressional District 7 (118th Congress), Wisconsin","736715","209730","526985","0",
"5001800US5508","Congressional District 8 (118th Congress), Wisconsin","736714","448203","288511","0",
"5001800US5600","Congressional District (at Large) (118th Congress), Wyoming","576851","357750","219101","0",
"5001800US7298","Resident Commissioner District (at Large) (118th Congress), Puerto Rico","3285874","3018908","266966","0",
